InvoiceDetailID,InvoiceID,TransactionType,VendorNumber,"VendorName",ProductCode,"PassengerName",TicketNumber,PublishedFare,SellingFare,ReferenceFare,LowFare,Tax1,GrossAmount,CommissionAmount,VatOnCommission,"FreeFieldA",TravelDate,ReturnDate,NumberOfDays,"CityCode",ProfileNumber,AddedBy
568,211,1,10,"AIR CANADA",7,"GRIMES/ALFREDO MR",WT19933,431,431,450.8,450.8,0,431,0,0,"N",04/23/2008 00:00:00,04/24/2008 00:00:00,1,"YVR",1021,2
569,211,1,1000,"CENTURY PLAZA",10,"WUNSCH/VERNA MR",WT19933,89,89,89,89,0,89,8.9,0.45,"",04/23/2008 00:00:00,04/24/2008 00:00:00,1,"YVR",1021,2
570,211,1,3,"YUKON TRAVEL",18,"POLLICH/ELLIS MR",WT19933,80,80,80,80,0,80,0,0,"N",NULL,NULL,0,"",1021,2
571,212,1,11,"AIR NORTH",7,"FRANECKI/MAGDALENA MR",WT19932,511.34,511.34,511.34,511.34,0,511.34,0,0,"N",04/28/2008 00:00:00,05/01/2008 00:00:00,0,"YVR",1021,2
572,212,1,1000,"ROSEDALE ON ROBSON",10,"KUTCH/LEONORA MR",WT19932,297,297,99,99,0,297,29.7,1.49,"",04/28/2008 00:00:00,05/01/2008 00:00:00,3,"YVR",1021,2
573,212,1,3,"YUKON TRAVEL",18,"KLEIN/BROOKS MR",WT19932,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
574,213,1,10,"AIR CANADA",7,"STROMAN/REESE MR",WT19901,1577.8,1577.8,1577.8,1577.8,0,1577.8,0,0,"G",04/20/2008 00:00:00,04/26/2008 00:00:00,1,"YYJ",1004,2
575,213,1,3,"YUKON TRAVEL",7,"CARROLL/HASSIE MR",WT19901,40,40,40,40,0,40,0,0,"G",04/20/2008 00:00:00,04/26/2008 00:00:00,1,"YYJ",1004,2
576,214,1,11,"AIR NORTH",7,"PURDY/JO MR",WT19911,356,356,356,356,0,356,0,0,"G",04/21/2008 00:00:00,04/25/2008 00:00:00,1,"YDA",1010,2
577,214,1,2,"WHITEHORSE TRAVEL",7,"HINTZ/CHADRICK MR",WT19911,40,40,40,40,0,40,0,0,"G",04/21/2008 00:00:00,04/25/2008 00:00:00,1,"YDA",1010,2
578,215,1,11,"AIR NORTH",7,"CARTWRIGHT/BRAD MR",WT19909,636,636,636,636,0,636,0,0,"G",04/21/2008 00:00:00,04/25/2008 00:00:00,1,"YXY",1011,2
579,215,1,3,"YUKON TRAVEL",18,"HODKIEWICZ/JUANITA MR",WT19909,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
587,219,1,10,"AIR CANADA",7,"STIEDEMANN/MILLIE MR",WT19904,872.8,872.8,872.8,872.8,0,872.8,0,0,"G",04/21/2008 00:00:00,04/22/2008 00:00:00,0,"YVR",1010,2
588,219,1,3,"YUKON TRAVEL",18,"BOYLE/LEWIS MR",WT19904,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
589,220,1,11,"AIR NORTH",7,"TOY/ALFONZO MR",WT19928,255.67,255.67,255.67,255.67,0,255.67,0,0,"G",04/19/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1006,2
590,220,1,10,"AIR CANADA",7,"BLICK/LAVONNE MR",WT19928,761.8,761.8,761.8,761.8,0,761.8,0,0,"G",04/19/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1006,2
591,220,1,12,"FIRST AIR",7,"REICHERT/MARYJANE MR",WT19928,366.9,366.9,366.9,366.9,0,366.9,0,0,"G",04/19/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1006,2
592,220,1,13,"CANADIAN NORTH",7,"KONOPELSKI/MACEY MR",WT19928,403.9,403.9,403.9,403.9,0,403.9,0,0,"G",04/19/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1006,2
593,220,1,3,"YUKON TRAVEL",18,"PADBERG/ETTIE MR",WT19928,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
594,221,1,10,"AIR CANADA",7,"WATSICA-HERZOG/MELYNA MR",WT19905,1014.65,1014.65,1014.65,1014.65,0,1014.65,0,0,"G",04/21/2008 00:00:00,04/23/2008 00:00:00,0,"YVR",1014,2
595,222,1,10,"AIR CANADA",7,"DANIEL/DARIO MR",WT19903,1275.8,1275.8,1275.8,1275.8,0,1275.8,0,0,"G",04/21/2008 00:00:00,07/18/2008 00:00:00,0,"YXY",1024,2
596,222,1,2,"WHITEHORSE TRAVEL",18,"CARROLL/JAIME MR",WT19903,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1024,2
597,223,1,10,"AIR CANADA",7,"HAMILL/WILBURN MR",WT19990,1181.8,1181.8,1181.8,1181.8,0,1181.8,0,0,"G",04/20/2008 00:00:00,04/24/2008 00:00:00,1,"YLW",1002,2
598,223,1,2,"WHITEHORSE TRAVEL",18,"ERDMAN/REGINALD MR",WT19990,40,40,40,40,0,40,0,0,"G",04/20/2008 00:00:00,04/24/2008 00:00:00,1,"YLW",1002,2
607,226,1,10,"AIR CANADA",7,"EMMERICH/MELVIN MR",WT19921,938.9,938.9,938.9,938.9,0,938.9,0,0,"G",04/20/2008 00:00:00,04/23/2008 00:00:00,0,"YYC",1013,2
608,226,1,11,"AIR NORTH",7,"KUNDE/DOCK MR",WT19921,293.67,293.67,293.67,293.67,0,293.67,0,0,"G",04/20/2008 00:00:00,04/23/2008 00:00:00,0,"YYC",1013,2
609,226,1,1000,"REGENCY SUITES",10,"MUELLER/MURRAY MR",WT19921,435,435,145,145,0,435,43.5,2.18,"",04/20/2008 00:00:00,04/23/2008 00:00:00,3,"YYC",1013,2
610,226,1,2,"WHITEHORSE TRAVEL",18,"SCHADEN/TOBIN MR",WT19921,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1013,2
611,227,1,10,"AIR CANADA",7,"LEFFLER/CAITLYN MR",WT19922,938.9,938.9,938.9,938.9,0,938.9,0,0,"",04/20/2008 00:00:00,04/23/2008 00:00:00,0,"YYC",1013,2
612,227,1,11,"AIR NORTH",7,"FERRY/KRAIG MR",WT19922,293.67,293.67,293.67,293.67,0,293.67,0,0,"",04/20/2008 00:00:00,04/23/2008 00:00:00,0,"YYC",1013,2
613,227,1,1000,"REGENCY SUITES",10,"RAU/KALLIE MR",WT19922,435,435,145,145,0,435,43.5,2.18,"",04/20/2008 00:00:00,04/23/2008 00:00:00,3,"YYC",1013,2
614,227,1,3,"YUKON TRAVEL",18,"O'CONNER/EMIE MR",WT19922,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1013,2
615,228,1,10,"AIR CANADA",7,"WALTER/ILENE MR",WT19899,1181.8,1181.8,1181.8,1181.8,0,1181.8,0,0,"G",04/20/2008 00:00:00,04/25/2008 00:00:00,0,"YXY",1012,2
616,228,1,1,"MARLIN TRAVEL",18,"HAMILL/DEREK MR",WT19899,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
617,229,1,2,"WHITEHORSE TRAVEL",7,"WATSICA/BOBBIE MR",WT19906,433.9,433.9,433.9,433.9,0,433.9,0,0,"N",04/21/2008 00:00:00,04/25/2008 00:00:00,0,"YVR",1021,2
618,229,1,2,"WHITEHORSE TRAVEL",7,"NOLAN/DOMENICK MR",WT19906,255.67,255.67,255.67,255.67,0,255.67,0,0,"N",04/21/2008 00:00:00,04/25/2008 00:00:00,0,"YVR",1021,2
619,229,1,1000,"PLAZA 500",10,"JACOBSON/CHRISTELLE MR",WT19906,476,476,119,119,0,476,47.6,2.38,"",04/21/2008 00:00:00,04/25/2008 00:00:00,4,"YVR",1021,2
620,229,1,2,"WHITEHORSE TRAVEL",18,"KOCH/RYDER MR",WT19906,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
621,230,1,701,"WESTJET AIRLINES",7,"DICKI/KELLEY MR",WT19930,221.8,221.8,221.8,221.8,0,221.8,0,0,"N",04/13/2008 00:00:00,04/15/2008 00:00:00,0,"YVR",1021,2
622,230,1,701,"WESTJET AIRLINES",7,"GOLDNER/DEWAYNE MR",WT19930,221.8,221.8,221.8,221.8,0,221.8,0,0,"N",04/13/2008 00:00:00,04/15/2008 00:00:00,1,"YVR",1021,2
623,230,1,1000,"PLAZA 500",10,"LITTEL/AIYANA MR",420254 SONJA,238,238,119,119,0,238,23.8,1.19,"",04/13/2008 00:00:00,04/15/2008 00:00:00,2,"YVR",1021,2
624,231,1,10,"AIR CANADA",7,"BAHRINGER/ELISSA MR",WT19924,778.9,778.9,778.9,778.9,0,778.9,0,0,"N",04/22/2008 00:00:00,04/23/2008 00:00:00,0,"YXY",1013,2
625,231,1,11,"AIR NORTH",7,"BALISTRERI/KENYON MR",WT19924,273.67,273.67,273.67,273.67,0,273.67,0,0,"N",04/22/2008 00:00:00,04/23/2008 00:00:00,0,"YXY",1013,2
626,231,1,701,"WESTJET AIRLINES",7,"WALKER/JORDON MR",WT19924,305.9,305.9,305.9,305.9,0,305.9,0,0,"N",04/22/2008 00:00:00,04/23/2008 00:00:00,0,"YXY",1013,2
627,231,1,1,"MARLIN TRAVEL",18,"STOLTENBERG/ELMO MR",WT19924,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1013,2
628,232,1,10,"AIR CANADA",7,"BEER/ESTA MR",WT19936,1692.8,1692.8,1692.8,1692.8,0,1692.8,0,0,"G",04/19/2008 00:00:00,04/25/2008 00:00:00,0,"YYC",1004,2
629,232,1,2,"WHITEHORSE TRAVEL",18,"GULGOWSKI-BERGNAUM/SHYANN MR",WT19936,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
644,238,1,10,"AIR CANADA",7,"CUMMERATA/JANY MR",WT19948,1332.8,1332.8,1332.8,1332.8,0,1332.8,0,0,"G",04/23/2008 00:00:00,04/28/2008 00:00:00,1,"YYZ",1002,2
645,238,1,1,"MARLIN TRAVEL",18,"HACKETT/JORDY MR",WT19948,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1002,2
646,239,5,11,"AIR NORTH",7,"O'KEEFE-RUECKER/YASMEEN MR",WT 19947,636,636,636,636,0,636,0,0,"G",04/28/2008 00:00:00,04/30/2008 00:00:00,1,"YOC",1004,2
647,239,1,1,"MARLIN TRAVEL",18,"LUBOWITZ/GORDON MR",WT19947,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
648,240,1,10,"AIR CANADA",7,"WISOKY/LARON MR",WT19945,1530.8,1530.8,1530.8,1530.8,0,1530.8,0,0,"G",04/23/2008 00:00:00,04/26/2008 00:00:00,1,"YOW",1011,2
649,240,1,1,"MARLIN TRAVEL",18,"SCHAMBERGER/GUST MR",WT19945,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1011,2
650,241,1,11,"AIR NORTH",7,"LEFFLER/ELVERA MR",WT19946,636,636,636,636,0,636,0,0,"G",04/23/2008 00:00:00,04/28/2008 00:00:00,1,"YXY",1004,2
651,241,1,3,"YUKON TRAVEL",18,"KUTCH/MISTY MR",WT19946,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
652,242,1,10,"AIR CANADA",7,"WILLIAMSON/LYNN MR",WT19951,40,40,40,40,0,40,0,0,"N",04/20/2008 00:00:00,04/26/2008 00:00:00,1,"YYC",1012,2
653,243,1,11,"AIR NORTH",7,"NOLAN/BOBBIE MR",WT19942,250.67,250.67,250.67,250.67,0,250.67,0,0,"G",05/02/2008 00:00:00,05/07/2008 00:00:00,1,"YVR",1011,2
654,243,1,714,"DELTA AIRLINES",7,"MURAZIK/SHARON MR",WT19942,622.69,622.69,622.69,622.69,0,622.69,0,0,"G",05/02/2008 00:00:00,05/07/2008 00:00:00,1,"YVR",1011,2
655,243,1,10,"AIR CANADA",7,"PRICE/ALEXA MR",WT19942,252.9,252.9,252.9,252.9,0,252.9,0,0,"G",05/02/2008 00:00:00,05/07/2008 00:00:00,1,"YVR",1011,2
656,243,1,3,"YUKON TRAVEL",18,"KUTCH/DEVANTE MR",WT19942,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1011,2
660,245,1,11,"AIR NORTH",7,"O'KEEFE/MELISSA MR",WT19956,318,318,318,318,0,318,0,0,"G",04/21/2008 00:00:00,04/21/2008 00:00:00,1,"YOC",1004,2
661,245,1,1,"MARLIN TRAVEL",18,"CORKERY/STANFORD MR",WT19956,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1004,2
662,246,1,10,"AIR CANADA",7,"WOLF/ALEXANDRO MR",WT19954,1260.9,1260.9,1260.9,1260.9,0,1260.9,0,0,"N",04/15/2008 00:00:00,04/15/2008 00:00:00,0,"YXY",1010,2
663,246,1,3,"YUKON TRAVEL",18,"MEDHURST/DORRIS MR",WT19954,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1010,2
664,247,1,10,"AIR CANADA",7,"ROBERTS/SANDRA MR",WT19955,2285.8,2285.8,2285.8,2285.8,0,2285.8,0,0,"G",04/15/2008 00:00:00,04/15/2008 00:00:00,0,"YXS",1010,2
665,247,1,10,"AIR CANADA",7,"WINDLER/NEHA MR",WT19955,2285.8,2285.8,2285.8,2285.8,0,2285.8,0,0,"G",04/15/2008 00:00:00,04/15/2008 00:00:00,0,"YXS",1010,2
666,247,1,3,"YUKON TRAVEL",18,"SCHUPPE/DAYNA MR",WT19955,80,80,80,80,0,80,0,0,"G",NULL,NULL,0,"",1010,2
667,248,2,10,"AIR CANADA",7,"BLANDA/MARGRET MR",WT19960,0,0,0,0,0,0,0,0,"N",04/29/2008 00:00:00,04/29/2008 00:00:00,1,"YVR",1002,2
668,248,2,1,"MARLIN TRAVEL",18,"HETTINGER/ERIN MR",WT19960,0,0,0,0,0,0,0,0,"N",NULL,NULL,0,"",1002,2
672,251,1,11,"AIR NORTH",7,"RIPPIN/SHANNON MR",WT19959,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",04/23/2008 00:00:00,04/25/2008 00:00:00,0,"YYC",1010,2
673,251,5,1,"MARLIN TRAVEL",18,"SIPES-GLEASON/ERNIE MR",WR19959,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
674,252,1,10,"AIR CANADA",7,"BREKKE/GIOVANNA MR",WT19961,1331.8,1331.8,1331.8,1331.8,0,1331.8,0,0,"G",04/23/2008 00:00:00,04/26/2008 00:00:00,0,"YYJ",1004,2
675,252,1,1000,"MARRIOTT VICTORIA",10,"HANE/REBEKAH MR",WT19961,375,375,125,125,0,375,37.5,1.88,"",04/23/2008 00:00:00,04/26/2008 00:00:00,3,"YYJ",1004,2
676,252,1,3,"YUKON TRAVEL",18,"WEST/EFRAIN MR",WT19961,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
677,253,1,10,"AIR CANADA",7,"SCHOEN/TREY MR",WT19960,1248.9,1248.9,1248.9,1248.9,0,1248.9,0,0,"N",04/29/2008 00:00:00,04/29/2008 00:00:00,0,"YXY",1002,2
678,253,1,1,"MARLIN TRAVEL",18,"VON/ADELLE MR",WT19960,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1002,2
679,254,1,10,"AIR CANADA",7,"HAUCK/ESMERALDA MR",WT19957,1326.8,1326.8,1326.8,1326.8,0,1326.8,0,0,"N",04/15/2008 00:00:00,04/17/2008 00:00:00,0,"YVR",1021,2
680,254,1,1000,"PLAZA 500",10,"LEMKE/LESTER MR",WT19957,238,238,119,119,0,238,23.8,1.19,"",04/15/2008 00:00:00,04/17/2008 00:00:00,2,"YVR",1021,2
681,254,1,1,"MARLIN TRAVEL",18,"WILLIAMSON/DEVAN MR",WT19957,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
689,258,1,10,"AIR CANADA",7,"BREKKE/ALYCE MR",WT19938,1140.8,1140.8,1140.8,1140.8,0,1140.8,0,0,"N",04/23/2008 00:00:00,04/25/2008 00:00:00,0,"YXY",1013,2
690,258,1,1,"MARLIN TRAVEL",18,"HUELS/FAUSTO MR",WT19938,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1013,2
691,259,1,10,"AIR CANADA",7,"SCHAEFER/MCKENNA MR",WT19965,1304.8,1304.8,1304.8,1304.8,0,1304.8,0,0,"G",04/20/2008 00:00:00,04/25/2008 00:00:00,0,"YYJ",1002,2
692,259,1,3,"YUKON TRAVEL",18,"BAYER/MARLENE MR",WT19965,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1002,2
697,262,5,10,"AIR CANADA",7,"HALEY/ALTA MR",,2389.8,2389.8,2389.8,2389.8,0,2389.8,0,0,"",04/20/2008 00:00:00,NULL,1,"YVR",1013,2
698,262,5,3,"YUKON TRAVEL",18,"LEHNER/AVIS MR",,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1013,2
699,263,1,10,"AIR CANADA",7,"HANE/PRISCILLA MR",WT19983,1016.8,1016.8,1016.8,1016.8,0,1016.8,0,0,"G",04/24/2008 00:00:00,04/30/2008 00:00:00,0,"YYC",1012,2
700,263,1,3,"YUKON TRAVEL",18,"SWANIAWSKI/ARDELLA MR",WT19983,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1012,2
701,264,1,11,"AIR NORTH",7,"KONOPELSKI/FRIEDA MR",WT19985,636,636,636,636,0,636,0,0,"G",04/18/2008 00:00:00,04/21/2008 00:00:00,0,"YOC",1025,2
702,264,1,1,"MARLIN TRAVEL",18,"KEMMER/MAYNARD MR",WT19985,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1025,2
717,270,1,10,"AIR CANADA",7,"FARRELL/GABRIELLE MR",WT19986,953.8,953.8,953.8,953.8,0,953.8,0,0,"G",04/24/2008 00:00:00,05/02/2008 00:00:00,0,"YYJ",1011,2
718,270,1,1,"MARLIN TRAVEL",18,"LESCH/PANSY MR",WT19986,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
719,271,1,11,"AIR NORTH",7,"ARMSTRONG/JAMESON MR",WT19970,494.01,494.01,499.01,499.01,0,494.01,0,0,"G",04/27/2008 00:00:00,05/11/2008 00:00:00,1,"YVR",1005,2
720,271,1,3,"YUKON TRAVEL",18,"ROSENBAUM/BLAISE MR",WT19970,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
721,272,1,11,"AIR NORTH",7,"HAGENES/ARNE MR",WT19971,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",04/27/2008 00:00:00,05/07/2008 00:00:00,0,"YVR",1005,2
722,272,1,1,"MARLIN TRAVEL",18,"HARVEY/GLENNIE MR",WT19971,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
723,273,1,10,"AIR CANADA",7,"EMMERICH/CASSIE MR",WT19987,2032.82,2032.82,2032.82,2032.82,0,2032.82,0,0,"G",04/24/2008 00:00:00,04/26/2008 00:00:00,0,"YXY",1011,2
724,273,1,3,"YUKON TRAVEL",18,"SANFORD/JODIE MR",WT19987,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
725,274,1,10,"AIR CANADA",7,"KREIGER/CARA MR",WT19939,1145.8,1145.8,1145.8,1145.8,0,1145.8,0,0,"G",04/22/2008 00:00:00,04/24/2008 00:00:00,0,"YYC",1005,2
726,274,1,2,"WHITEHORSE TRAVEL",18,"KOCH/LEONE MR",WT19939,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
727,275,1,10,"AIR CANADA",7,"ORN/NIA MR",WT19967,626,626,626,626,0,626,0,0,"N",04/23/2008 00:00:00,04/28/2008 00:00:00,0,"YXY",1004,2
728,275,1,1,"MARLIN TRAVEL",18,"CRONIN/CLOVIS MR",WT19967,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1004,2
729,276,1,11,"AIR NORTH",7,"FEIL/SELMER MR",WT19969,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",04/27/2008 00:00:00,05/02/2008 00:00:00,0,"YVR",1005,2
730,276,1,1,"MARLIN TRAVEL",18,"WATERS/MARQUES MR",WT19969,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
731,277,1,10,"AIR CANADA",7,"TROMP/JOANNIE MR",WT19968,562.9,562.9,562.9,562.9,0,562.9,0,0,"G",04/25/2008 00:00:00,05/02/2008 00:00:00,0,"YVR",1005,2
732,277,1,11,"AIR NORTH",7,"FAHEY/ANTONIETTA MR",WT19968,255.67,255.67,255.67,255.67,0,255.67,0,0,"G",04/25/2008 00:00:00,05/02/2008 00:00:00,0,"YVR",1005,2
733,277,1,3,"YUKON TRAVEL",18,"HARBER/RICKIE MR",WT19968,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
750,285,1,11,"AIR NORTH",7,"HACKETT/KARI MR",WT19991,250.67,250.67,250.67,250.67,0,250.67,0,0,"G",04/21/2008 00:00:00,04/24/2008 00:00:00,1,"YVR",1005,2
751,285,1,10,"AIR CANADA",10,"DOOLEY-LEBSACK/KALI MR",WT19991,1134.8,1134.8,1134.8,1134.8,0,1134.8,0,0,"G",NULL,NULL,0,"",1005,2
752,285,1,1,"MARLIN TRAVEL",18,"BOSCO/CHANEL MR",WT19991,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
753,286,1,10,"AIR CANADA",7,"DICKINSON-WAELCHI/TRACEY MR",WT19989,1235.8,1235.8,1235.8,1235.8,0,1235.8,0,0,"G",04/24/2008 00:00:00,05/03/2008 00:00:00,0,"YVR",1012,2
754,286,1,701,"WESTJET AIRLINES",7,"ZBONCAK/ARMANI MR",WT19989,241.9,241.9,241.9,241.9,0,241.9,0,0,"G",04/24/2008 00:00:00,05/03/2008 00:00:00,0,"YVR",1012,2
755,286,1,1,"MARLIN TRAVEL",18,"PAUCEK/KEYSHAWN MR",WT19989,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
758,288,1,11,"AIR NORTH",7,"WARD/SELMER MR",WT19993,288.67,288.67,288.67,288.67,0,288.67,0,0,"G",04/18/2008 00:00:00,04/18/2008 00:00:00,0,"YEG",1024,2
759,288,1,3,"YUKON TRAVEL",18,"STANTON/MAVIS MR",WT19993,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1024,2
760,289,2,11,"AIR NORTH",7,"FERRY/EMMET MR",19970,0,0,0,0,0,0,0,0,"G",04/27/2008 00:00:00,05/07/2008 00:00:00,0,"YVR",1005,2
761,289,2,3,"YUKON TRAVEL",18,"DARE/LELA MR",WT19970,0,0,0,0,0,0,0,0,"G",NULL,NULL,0,"",1005,2
762,290,1,11,"AIR NORTH",7,"BEATTY/ALAYNA MR",WT19997,250.67,250.67,250.67,250.67,0,250.67,0,0,"G",04/21/2008 00:00:00,04/23/2008 00:00:00,0,"YVR",1003,2
763,290,1,10,"AIR CANADA",7,"ZIEME/IMOGENE MR",WT19997,262.9,262.9,262.9,262.9,0,262.9,0,0,"G",04/21/2008 00:00:00,04/23/2008 00:00:00,0,"YVR",1003,2
764,290,1,3,"YUKON TRAVEL",18,"GOLDNER/CALEB MR",WT19997,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1003,2
773,294,1,11,"AIR NORTH",7,"BROWN-MRAZ/JAYLON MR",WT20013,572.34,572.34,572.34,572.34,0,572.34,0,0,"G",04/16/2008 00:00:00,04/18/2008 00:00:00,0,"YYC",1023,2
784,298,1,10,"AIR CANADA",7,"WILLIAMSON/MADILYN MR",WT20007,2081.99,2081.99,2081.99,2081.99,0,2081.99,0,0,"G",04/27/2008 00:00:00,05/08/2008 00:00:00,0,"YYZ",1007,2
785,298,1,1,"MARLIN TRAVEL",18,"STIEDEMANN/ADAM MR",WT20007,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1007,2
786,299,2,10,"AIR CANADA",7,"BOSCO/SHANIE MR",WT20009,0,0,0,0,0,0,0,0,"G",04/27/2008 00:00:00,04/29/2008 00:00:00,0,"YOW",1007,2
787,299,2,3,"YUKON TRAVEL",18,"BAUCH/GILLIAN MR",WT20009,0,0,0,0,0,0,0,0,"G",NULL,NULL,0,"",1007,2
795,303,1,11,"AIR NORTH",7,"LYNCH/DASHAWN MR",WT20018,154.17,154.17,154.17,154.17,0,154.17,0,0,"G",04/22/2008 00:00:00,04/23/2008 00:00:00,0,"YVR",1014,2
796,303,1,10,"AIR CANADA",7,"BEAHAN/SANTIAGO MR",WT20018,509.95,509.95,509.95,509.95,0,509.95,0,0,"G",04/22/2008 00:00:00,04/23/2008 00:00:00,0,"YVR",1014,2
797,303,1,1000,"PAN PACIFIC HOTEL",10,"JOHNSTON/NEVA MR",WT20018,209,209,209,209,0,209,20.9,1.05,"",04/22/2008 00:00:00,04/23/2008 00:00:00,1,"YVR",1014,2
805,307,1,11,"AIR NORTH",7,"MITCHELL/KAYLEIGH MR",WT20019,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",04/28/2008 00:00:00,05/02/2008 00:00:00,1,"YYC",1010,2
806,307,1,1,"MARLIN TRAVEL",18,"BAHRINGER/KARI MR",WT20019,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
807,308,1,11,"AIR NORTH",7,"HEGMANN/REYMUNDO MR",WT20022,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",04/28/2008 00:00:00,05/03/2008 00:00:00,1,"YVR",1010,2
808,308,1,1,"MARLIN TRAVEL",18,"KOVACEK/YADIRA MR",WT20022,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1010,2
809,309,1,10,"AIR CANADA",7,"WALSH/ELWIN MR",WT20023,1036.8,1036.8,1036.8,1036.8,0,1036.8,0,0,"G",04/28/2008 00:00:00,06/05/2008 00:00:00,0,"YXY",1024,2
810,309,1,1,"MARLIN TRAVEL",7,"WOLF/GRACIELA MR",WT20023,40,40,40,40,0,40,0,0,"G",04/28/2008 00:00:00,06/05/2008 00:00:00,0,"YXY",1024,2
811,310,1,10,"AIR CANADA",7,"BARTELL/ZOILA MR",WT20020,630.9,630.9,630.9,630.9,0,630.9,0,0,"G",04/29/2008 00:00:00,05/02/2008 00:00:00,1,"YYC",1010,2
812,310,1,11,"AIR NORTH",7,"RITCHIE/MELISSA MR",WT20020,293.67,293.67,293.67,293.67,0,293.67,0,0,"G",04/29/2008 00:00:00,05/02/2008 00:00:00,0,"YYC",1010,2
813,310,1,3,"YUKON TRAVEL",18,"BOTSFORD/JOHANN MR",WT20020,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
814,311,5,10,"AIR CANADA",7,"MURAZIK/JALON MR",WT20024,711.9,711.9,711.9,711.9,0,711.9,0,0,"G",04/28/2008 00:00:00,05/11/2008 00:00:00,0,"YOW",1014,2
815,311,5,716,"NORTHWEST AIRLINES",7,"NADER/MATHIAS MR",WT20024,1036.82,1036.82,1036.82,1036.82,0,1036.82,0,0,"G",04/28/2008 00:00:00,05/11/2008 00:00:00,0,"YOW",1014,2
816,311,5,717,"UNITED AIRLINES",7,"VANDERVORT/PATRICIA MR",WT20024,295.62,295.62,295.62,295.62,0,295.62,0,0,"G",04/28/2008 00:00:00,05/11/2008 00:00:00,0,"YOW",1014,2
817,311,5,11,"AIR NORTH",7,"DURGAN/LOLA MR",WT20024,260.67,260.67,260.67,260.67,0,260.67,0,0,"G",04/28/2008 00:00:00,05/11/2008 00:00:00,0,"YOW",1014,2
818,311,1,2,"WHITEHORSE TRAVEL",18,"VOLKMAN/OCTAVIA MR",WT20024,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1014,2
819,312,1,10,"AIR CANADA",7,"MILLER/TREVER MR",WT20000,1130.8,1130.8,1130.8,1130.8,0,1130.8,0,0,"G",04/20/2008 00:00:00,04/21/2008 00:00:00,1,"YVR",1003,2
