InvoiceID,InvoiceNumber,ProfileNumber,"ProfileName","Department",BookingDate,SystemDate,"Description"
709,708,1002,"COMMUNITY SERVICES","C-7",05/05/2008 00:00:00,05/05/2008 16:59:25,"DENESIK-WOLF/ERIK MR"
710,709,1014,"TOURISM & CULTURE","L-1MT",05/05/2008 00:00:00,05/05/2008 16:59:25,"CONNELLY/JUSTEN MR"
711,710,1014,"TOURISM & CULTURE","L-1MT",05/05/2008 00:00:00,05/05/2008 16:59:26,"DIBBERT/KEAGAN MR"
712,711,1014,"TOURISM & CULTURE","L-1MT",05/05/2008 00:00:00,05/05/2008 16:59:26,"HAGENES/MAUREEN MR"
718,717,1004,"EDUCATION","E-1",05/06/2008 00:00:00,05/06/2008 17:02:41,"BEDNAR/JAIDEN MR"
719,718,1005,"ENERGY, MINES AND RESOURCES","K-11",04/25/2008 00:00:00,05/06/2008 17:02:42,"HAMMES/AL MR"
720,719,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/05/2008 00:00:00,05/06/2008 17:02:42,"JACOBI/DELPHINE MR"
722,721,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/06/2008 00:00:00,05/06/2008 17:02:43,"WEISSNAT/MAFALDA MR"
723,722,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/06/2008 00:00:00,05/06/2008 17:02:44,"WISOKY/JACKIE MR"
724,723,1011,"HIGHWAYS AND PUBLIC WORKS","W-6D",05/06/2008 00:00:00,05/06/2008 17:02:44,"BEIER/SCOTTIE MR"
728,727,1005,"ENERGY, MINES AND RESOURCES","K-325",05/06/2008 00:00:00,05/06/2008 17:02:46,"KUVALIS/ALEXIE MR"
731,730,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/23/2008 00:00:00,05/06/2008 17:02:47,"MEDHURST/DANIKA MR"
732,731,1006,"ENVIRONMENT","V-1",05/05/2008 00:00:00,05/06/2008 17:02:47,"LEDNER/VIDA MR"
734,733,1004,"EDUCATION","E-1",05/06/2008 00:00:00,05/06/2008 17:02:48,"ERNSER/REBECA MR"
735,734,1004,"EDUCATION","E-1",05/06/2008 00:00:00,05/06/2008 17:02:49,"RUTHERFORD/FLOYD MR"
736,735,1002,"COMMUNITY SERVICES","C-19",05/06/2008 00:00:00,05/06/2008 17:02:49,"TILLMAN/FAUSTO MR"
737,736,1004,"EDUCATION","E-1",05/06/2008 00:00:00,05/06/2008 17:02:49,"BARROWS/ETTIE MR"
738,737,1004,"EDUCATION","E-1",05/06/2008 00:00:00,05/06/2008 17:02:50,"RUTHERFORD/CONSTANCE MR"
744,743,1025,"LEGISLATIVE ASSEMBLY","A-9",05/06/2008 00:00:00,05/06/2008 17:02:52,"ROHAN/ROSA MR"
746,745,1004,"EDUCATION","E-1",05/06/2008 00:00:00,05/06/2008 17:02:53,"KAUTZER/BENEDICT MR"
747,746,1014,"TOURISM & CULTURE","L-1MT",05/06/2008 00:00:00,05/06/2008 17:02:53,"ROGAHN/BRIELLE MR"
748,747,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/06/2008 00:00:00,05/06/2008 17:02:53,"BLOCK/EZEQUIEL MR"
751,750,1010,"HEALTH AND SOCIAL SERVICES","H-18",05/06/2008 00:00:00,05/06/2008 17:02:54,"WEIMANN/MCKENNA MR"
752,751,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/06/2008 00:00:00,05/06/2008 17:02:55,"WINTHEISER/ELLA MR"
753,752,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/06/2008 00:00:00,05/06/2008 17:02:56,"CRONA/MOSE MR"
754,753,1011,"HIGHWAYS AND PUBLIC WORKS","W-14",05/07/2008 00:00:00,05/07/2008 16:16:12,"ROBERTS/STERLING MR"
755,754,1004,"EDUCATION","E-1",04/23/2008 00:00:00,05/07/2008 16:16:12,"MARKS-KRAJCIK/GERALD MR"
760,759,1014,"TOURISM & CULTURE","L-1MT",05/07/2008 00:00:00,05/07/2008 16:16:14,"WATERS/CLAIR MR"
761,760,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/07/2008 00:00:00,05/07/2008 16:16:15,"DAVIS/REED MR"
763,762,1004,"EDUCATION","E-1",05/07/2008 00:00:00,05/07/2008 16:16:16,"EMARD/MALLIE MR"
764,763,1003,"ECONOMIC DEVELOPMENT","F-1",05/07/2008 00:00:00,05/07/2008 16:16:16,"JACOBI/KELLY MR"
765,764,1015,"WOMEN'S DIRECTORATE","WD-1",05/01/2008 00:00:00,05/07/2008 16:16:16,"GERLACH/TRISTIAN MR"
770,769,1012,"JUSTICE","J-10",04/28/2008 00:00:00,05/07/2008 16:16:19,"SCHULTZ/DAYTON MR"
771,770,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/07/2008 00:00:00,05/07/2008 16:16:19,"LAKIN/KAYCEE MR"
772,771,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/16/2008 00:00:00,05/07/2008 16:16:20,"BERNHARD/TARYN MR"
773,772,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/07/2008 00:00:00,05/07/2008 16:16:20,"HIRTHE/LEON MR"
775,774,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/07/2008 00:00:00,05/07/2008 16:16:21,"KIHN/FAVIAN MR"
785,784,1012,"JUSTICE","J-3",05/08/2008 00:00:00,05/08/2008 16:46:23,"HEGMANN/ELEONORE MR"
786,785,1013,"PUBLIC SERVICE COMMISSION","Z-1",04/23/2008 00:00:00,05/08/2008 16:46:23,"CARTWRIGHT/CECILIA MR"
787,786,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/08/2008 00:00:00,05/08/2008 16:46:24,"BOYER/GUY MR"
788,787,1003,"ECONOMIC DEVELOPMENT","F-4",05/08/2008 00:00:00,05/08/2008 16:46:24,"BOTSFORD/ELEONORE MR"
789,788,1003,"ECONOMIC DEVELOPMENT","F-3",05/08/2008 00:00:00,05/08/2008 16:46:24,"JOHNS/CLAUDINE MR"
795,794,1021,"YWCHSB CLAIMANT TRVL","CMT-TVL",05/08/2008 00:00:00,05/08/2008 16:46:27,"CUMMERATA/CASSANDRA MR"
796,795,1010,"HEALTH AND SOCIAL SERVICES","H-4",05/08/2008 00:00:00,05/08/2008 16:46:27,"HOPPE/JODIE MR"
797,796,1012,"JUSTICE","J-11",05/08/2008 00:00:00,05/08/2008 16:46:28,"CUMMERATA/AURELIO MR"
798,797,1006,"ENVIRONMENT","V-18",05/08/2008 00:00:00,05/08/2008 16:46:28,"KUPHAL/DOVIE MR"
799,798,1012,"JUSTICE","J-3",05/08/2008 00:00:00,05/08/2008 16:46:29,"HANE/CLEMENTINE MR"
800,799,1011,"HIGHWAYS AND PUBLIC WORKS","W-5",05/08/2008 00:00:00,05/08/2008 16:46:29,"WATERS/TERENCE MR"
801,800,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/08/2008 00:00:00,05/08/2008 16:46:30,"WILLIAMSON/COTY MR"
802,801,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/08/2008 00:00:00,05/08/2008 16:46:30,"FERRY/CORALIE MR"
803,802,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/08/2008 00:00:00,05/08/2008 16:46:31,"SHIELDS/HOLLIS MR"
804,803,1004,"EDUCATION","E-1",05/08/2008 00:00:00,05/08/2008 16:46:31,"WALSH/BRIDIE MR"
805,804,1014,"TOURISM & CULTURE","L-1MT",05/08/2008 00:00:00,05/08/2008 16:46:32,"HERMAN/FLORENCIO MR"
808,807,1014,"TOURISM & CULTURE","L-6",05/08/2008 00:00:00,05/08/2008 16:46:33,"HARVEY/NOEL MR"
809,808,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/08/2008 00:00:00,05/08/2008 16:46:33,"TURCOTTE/STANLEY MR"
810,809,1011,"HIGHWAYS AND PUBLIC WORKS","W-12",05/08/2008 00:00:00,05/08/2008 16:46:33,"DOYLE/ALFONSO MR"
811,810,1011,"HIGHWAYS AND PUBLIC WORKS","W-1",05/08/2008 00:00:00,05/08/2008 16:53:30,"CARTER-GOODWIN/KILEY MR"
812,811,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/08/2008 00:00:00,05/08/2008 16:53:31,"JONES/BETTY MR"
813,812,1006,"ENVIRONMENT","V-4",05/08/2008 00:00:00,05/08/2008 16:56:14,"KOSS/IKE MR"
814,813,1005,"ENERGY, MINES AND RESOURCES","K-230",05/09/2008 00:00:00,05/09/2008 16:20:13,"SHIELDS/EMIL MR"
815,814,1010,"HEALTH AND SOCIAL SERVICES","4HOS",05/09/2008 00:00:00,05/09/2008 16:20:14,"COLLINS/LOURDES MR"
816,815,1005,"ENERGY, MINES AND RESOURCES","K-230",05/09/2008 00:00:00,05/09/2008 16:20:15,"DANIEL/FREDDIE MR"
817,816,1005,"ENERGY, MINES AND RESOURCES","K-230",05/09/2008 00:00:00,05/09/2008 16:20:16,"DAUGHERTY/LEONORA MR"
818,817,1005,"ENERGY, MINES AND RESOURCES","K-230",05/09/2008 00:00:00,05/09/2008 16:20:16,"MILLS/JUSTEN MR"
819,818,1005,"ENERGY, MINES AND RESOURCES","K-230",05/09/2008 00:00:00,05/09/2008 16:20:17,"LUEILWITZ/LEXUS MR"
821,820,1012,"JUSTICE","J-7",05/09/2008 00:00:00,05/09/2008 16:20:17,"KRIS/REED MR"
823,822,1003,"ECONOMIC DEVELOPMENT","F-1",05/09/2008 00:00:00,05/09/2008 16:20:18,"KESSLER/KAMREN MR"
824,823,1021,"YWCHSB CLAIMANT TRVL","WCB-CLMT",05/09/2008 00:00:00,05/09/2008 16:20:19,"GISLASON/LESSIE MR"
826,825,1018,"YUKON HOUSING CORPORATION","Y-1",05/09/2008 00:00:00,05/09/2008 16:20:19,"BODE/MARYAM MR"
827,826,1007,"EXECUTIVE COUNCIL OFFICE","A-14",05/09/2008 00:00:00,05/09/2008 16:20:20,"KUB/VIVIEN MR"
828,827,1007,"EXECUTIVE COUNCIL OFFICE","A-14",05/09/2008 00:00:00,05/09/2008 16:20:21,"BOSCO/JOSH MR"
829,828,1012,"JUSTICE","J-10",05/09/2008 00:00:00,05/09/2008 16:20:21,"GUTKOWSKI/CESAR MR"
830,829,1012,"JUSTICE","J-10",05/09/2008 00:00:00,05/09/2008 16:20:22,"WEHNER/BOBBIE MR"
831,830,1021,"YWCHSB CLAIMANT TRVL","WCB-CLMT",05/09/2008 00:00:00,05/09/2008 16:20:22,"BRUEN/BARRETT MR"
832,831,1005,"ENERGY, MINES AND RESOURCES","K-10",05/09/2008 00:00:00,05/09/2008 16:20:22,"HICKLE/KENNY MR"
834,833,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","STAFF",05/09/2008 00:00:00,05/12/2008 16:50:15,"BERNIER/LADARIUS MR"
835,834,1004,"EDUCATION","E-1",04/23/2008 00:00:00,05/12/2008 16:50:15,"WIEGAND/EMELY MR"
838,837,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/12/2008 00:00:00,05/12/2008 16:50:16,"DIBBERT/KAIA MR"
839,838,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/08/2008 00:00:00,05/12/2008 16:50:16,"KUPHAL/GENEVIEVE MR"
840,839,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/12/2008 00:00:00,05/12/2008 16:50:17,"STROSIN/NORWOOD MR"
851,850,1024,"COMMUNITY NURSING","2HOSP",04/21/2008 00:00:00,05/12/2008 16:50:21,"HETTINGER/BRANT MR"
854,853,1004,"EDUCATION","E-1",05/13/2008 00:00:00,05/13/2008 16:44:07,"KOHLER/ANGELO MR"
855,854,1004,"EDUCATION","E-1",05/13/2008 00:00:00,05/13/2008 16:44:08,"KASSULKE/LONIE MR"
857,856,1002,"COMMUNITY SERVICES","C-3",05/13/2008 00:00:00,05/13/2008 16:44:08,"WEISSNAT/CASSIE MR"
858,857,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/13/2008 00:00:00,05/13/2008 16:44:09,"BLOCK/RASHEED MR"
860,859,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/13/2008 00:00:00,05/13/2008 16:44:09,"WISOKY/SAVION MR"
861,860,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/24/2008 00:00:00,05/13/2008 16:44:10,"JOHNSTON/KYLA MR"
862,861,1004,"EDUCATION","E-1",05/13/2008 00:00:00,05/13/2008 16:44:10,"ROWE-CARTWRIGHT/EDYTHE MR"
863,862,1003,"ECONOMIC DEVELOPMENT","F-4",05/08/2008 00:00:00,05/13/2008 16:44:10,"HESSEL/EFFIE MR"
864,863,1004,"EDUCATION","E-1",05/13/2008 00:00:00,05/13/2008 16:44:11,"STRACKE/AMELIA MR"
865,864,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/13/2008 00:00:00,05/13/2008 16:44:11,"STAMM/ELEANORA MR"
866,865,1002,"COMMUNITY SERVICES","C-10",04/30/2008 00:00:00,05/13/2008 16:44:11,"MUELLER/CLIFFORD MR"
870,869,1011,"HIGHWAYS AND PUBLIC WORKS","W-13",05/13/2008 00:00:00,05/13/2008 16:44:13,"OKUNEVA/CELINE MR"
872,871,1010,"HEALTH AND SOCIAL SERVICES","H-2",05/13/2008 00:00:00,05/13/2008 16:44:14,"TORP/BOBBY MR"
874,873,1005,"ENERGY, MINES AND RESOURCES","K-10",05/14/2008 00:00:00,05/14/2008 16:45:09,"LARKIN/MALCOLM MR"
877,876,1006,"ENVIRONMENT","V-5R",05/14/2008 00:00:00,05/14/2008 16:45:11,"ANDERSON/MAVERICK MR"
878,877,1011,"HIGHWAYS AND PUBLIC WORKS","W-5",05/14/2008 00:00:00,05/14/2008 16:45:11,"MUELLER/REANNA MR"
879,878,1025,"LEGISLATIVE ASSEMBLY","A-9",05/14/2008 00:00:00,05/14/2008 16:45:12,"LUETTGEN/CAMYLLE MR"
880,879,1005,"ENERGY, MINES AND RESOURCES","K-230",05/14/2008 00:00:00,05/14/2008 16:45:12,"WEBER/ELDA MR"
881,880,1005,"ENERGY, MINES AND RESOURCES","K-230",05/14/2008 00:00:00,05/14/2008 16:45:12,"CROOKS/KAYCEE MR"
882,881,1014,"TOURISM & CULTURE","L-1MT",05/14/2008 00:00:00,05/14/2008 16:45:13,"HILLS/MARIETTA MR"
883,882,1023,"FAMILY AND CHILD SERVICES","H-10",05/14/2008 00:00:00,05/14/2008 16:45:13,"SKILES/JORDON MR"
884,883,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/14/2008 00:00:00,05/14/2008 16:45:14,"CHRISTIANSEN/ELENA MR"
885,884,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",05/14/2008 00:00:00,05/14/2008 16:45:15,"BAHRINGER/KOLBY MR"
886,885,1012,"JUSTICE","J-10A",05/14/2008 00:00:00,05/14/2008 16:45:15,"STANTON/ELSE MR"
887,886,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/14/2008 00:00:00,05/14/2008 16:45:16,"CORMIER/ERNIE MR"
888,887,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/14/2008 00:00:00,05/14/2008 16:45:16,"MANTE/CEDRICK MR"
889,888,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/14/2008 00:00:00,05/14/2008 16:45:17,"YOST/MYRTICE MR"
890,889,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/14/2008 00:00:00,05/14/2008 16:45:17,"O'CONNER/CRISTINA MR"
893,892,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/14/2008 00:00:00,05/15/2008 17:37:21,"CHAMPLIN/MURIEL MR"
894,893,1002,"COMMUNITY SERVICES","C-9",05/14/2008 00:00:00,05/15/2008 17:37:21,"KILBACK/ALFONSO MR"
895,894,1023,"FAMILY AND CHILD SERVICES","H-10",05/15/2008 00:00:00,05/15/2008 17:37:22,"LAKIN/AUBREY MR"
897,896,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/15/2008 00:00:00,05/15/2008 17:37:23,"HARBER/DARRION MR"
898,897,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","STAFF",05/15/2008 00:00:00,05/15/2008 17:37:23,"ROHAN/LIA MR"
899,898,1005,"ENERGY, MINES AND RESOURCES","K-419",05/15/2008 00:00:00,05/15/2008 17:37:24,"BLOCK/ESTELL MR"
900,899,1005,"ENERGY, MINES AND RESOURCES","K-419",05/15/2008 00:00:00,05/15/2008 17:37:24,"DICKINSON/CAREY MR"
902,901,1005,"ENERGY, MINES AND RESOURCES","K-10",04/25/2008 00:00:00,05/15/2008 17:37:25,"EMARD/ANDRES MR"
903,902,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/15/2008 00:00:00,05/15/2008 17:37:25,"O'KEEFE/TITUS MR"
905,904,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","WCHSB",05/15/2008 00:00:00,05/15/2008 17:37:27,"POUROS/BRANDYN MR"
906,905,1006,"ENVIRONMENT","V-5R",05/15/2008 00:00:00,05/15/2008 17:37:27,"WINTHEISER/ALAYNA MR"
907,906,1005,"ENERGY, MINES AND RESOURCES","K-345",05/15/2008 00:00:00,05/15/2008 17:37:28,"SCHOEN/ALIZE MR"
908,907,1002,"COMMUNITY SERVICES","C-19",05/15/2008 00:00:00,05/15/2008 17:37:28,"BARROWS/CHARLEY MR"
909,908,1007,"EXECUTIVE COUNCIL OFFICE","CM-1",05/15/2008 00:00:00,05/15/2008 17:37:28,"WISOZK/RUTH MR"
910,909,1008,"FINANCE","B-1",05/15/2008 00:00:00,05/15/2008 17:37:29,"RUECKER/SUSANA MR"
911,910,1002,"COMMUNITY SERVICES","C-19",05/15/2008 00:00:00,05/15/2008 17:37:30,"GLEASON/CATHARINE MR"
912,911,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/15/2008 00:00:00,05/15/2008 17:37:30,"DAUGHERTY/OSBALDO MR"
913,912,1004,"EDUCATION","E-1",05/15/2008 00:00:00,05/15/2008 17:37:30,"HALEY-GLEICHNER/EWELL MR"
914,913,1002,"COMMUNITY SERVICES","C-19",05/15/2008 00:00:00,05/15/2008 17:37:31,"PAGAC/NICK MR"
915,914,1002,"COMMUNITY SERVICES","C-19",05/15/2008 00:00:00,05/15/2008 17:37:31,"O'CONNER/ADELE MR"
918,917,1002,"COMMUNITY SERVICES","C-9",05/15/2008 00:00:00,05/15/2008 17:37:32,"RIPPIN/ZOE MR"
931,930,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/15/2008 00:00:00,05/15/2008 17:37:39,"AUFDERHAR/ALFONSO MR"
933,932,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",05/15/2008 00:00:00,05/15/2008 17:37:39,"HETTINGER/LAUREL MR"
939,939,1010,"HEALTH AND SOCIAL SERVICES","H-7",05/16/2008 00:00:00,05/16/2008 17:29:21,"RUNOLFSSON/PINK MR"
946,946,1014,"TOURISM & CULTURE","L-1MT",05/16/2008 00:00:00,05/16/2008 17:29:24,"SCHILLER/HAZEL MR"
947,947,1006,"ENVIRONMENT","V-5R",05/16/2008 00:00:00,05/16/2008 17:29:24,"LITTLE/DIMITRI MR"
948,948,1005,"ENERGY, MINES AND RESOURCES","K-918",05/16/2008 00:00:00,05/16/2008 17:29:24,"WITTING/TIANA MR"
949,949,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",05/16/2008 00:00:00,05/16/2008 17:29:25,"TRANTOW/MAVIS MR"
950,950,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",05/16/2008 00:00:00,05/16/2008 17:29:25,"MORAR/MALLORY MR"
961,961,1014,"TOURISM & CULTURE","L-1MT",05/16/2008 00:00:00,05/16/2008 17:29:29,"HARVEY/ELLIE MR"
962,962,1014,"TOURISM & CULTURE","L-1MT",05/20/2008 00:00:00,05/20/2008 16:34:22,"HODKIEWICZ/NIA MR"
963,963,1012,"JUSTICE","J-2",05/20/2008 00:00:00,05/20/2008 16:34:23,"WOLF/MYA MR"
964,964,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/06/2008 00:00:00,05/20/2008 16:34:23,"STANTON/FRIEDRICH MR"
965,965,1006,"ENVIRONMENT","V-8",05/20/2008 00:00:00,05/20/2008 16:34:23,"CROOKS/WHITNEY MR"
966,966,1004,"EDUCATION","E-1",05/20/2008 00:00:00,05/20/2008 16:34:24,"MERTZ/HAILEE MR"
968,968,1005,"ENERGY, MINES AND RESOURCES","K-320A",05/20/2008 00:00:00,05/20/2008 16:34:25,"GRADY/ROSINA MR"
972,972,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/20/2008 00:00:00,05/20/2008 16:34:26,"MOORE/MAUDIE MR"
973,973,1005,"ENERGY, MINES AND RESOURCES","K-918",05/20/2008 00:00:00,05/20/2008 16:34:27,"STEHR/CAROLINE MR"
974,974,1014,"TOURISM & CULTURE","L-1",05/20/2008 00:00:00,05/20/2008 16:34:27,"BORER/AFTON MR"
975,975,1014,"TOURISM & CULTURE","L-1",05/20/2008 00:00:00,05/20/2008 16:34:28,"LIND/MATTIE MR"
983,983,1004,"EDUCATION","E-1",05/20/2008 00:00:00,05/20/2008 16:34:30,"FRANEY/HARMONY MR"
991,991,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/20/2008 00:00:00,05/21/2008 17:02:23,"MOEN/LINWOOD MR"
992,992,1012,"JUSTICE","J-7",05/20/2008 00:00:00,05/21/2008 17:02:24,"BOYLE/KAYCEE MR"
993,993,1014,"TOURISM & CULTURE","L-1",05/21/2008 00:00:00,05/21/2008 17:02:25,"MRAZ/ROEL MR"
994,994,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/21/2008 00:00:00,05/21/2008 17:02:25,"WEST/ETTIE MR"
995,995,1004,"EDUCATION","E-1",05/21/2008 00:00:00,05/21/2008 17:02:26,"HERMANN/VALENTINE MR"
996,996,1004,"EDUCATION","E-1",05/21/2008 00:00:00,05/21/2008 17:02:26,"SCHILLER/CARLI MR"
997,997,1006,"ENVIRONMENT","V-8",05/21/2008 00:00:00,05/21/2008 17:02:27,"NIKOLAUS/SARAI MR"
998,998,1011,"HIGHWAYS AND PUBLIC WORKS","W-1",05/21/2008 00:00:00,05/21/2008 17:02:27,"POWLOWSKI/CHASITY MR"
999,999,1005,"ENERGY, MINES AND RESOURCES","K-206",05/21/2008 00:00:00,05/21/2008 17:02:27,"HILLS/ADRIANNA MR"
1000,1000,1024,"COMMUNITY NURSING","2HOSP",11/21/2007 00:00:00,05/21/2008 17:02:28,"QUITZON/NEDRA MR"
1001,1001,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/21/2008 00:00:00,05/21/2008 17:02:28,"HARBER/IVAH MR"
1002,1002,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/21/2008 00:00:00,05/21/2008 17:02:28,"MOSCISKI/KACI MR"
1003,1003,1021,"YWCHSB CLAIMANT TRVL","CLAIMANT",05/21/2008 00:00:00,05/21/2008 17:02:29,"VON/MARCELO MR"
1005,1005,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/21/2008 00:00:00,05/21/2008 17:02:29,"WILLIAMSON/EDYTH MR"
1006,1006,1005,"ENERGY, MINES AND RESOURCES","K-235",05/21/2008 00:00:00,05/21/2008 17:02:30,"CASPER/ERICH MR"
1007,1007,1012,"JUSTICE","J-1B",05/21/2008 00:00:00,05/21/2008 17:02:30,"CORWIN/ELADIO MR"
1008,1008,1024,"COMMUNITY NURSING","2HOSP",01/15/2008 00:00:00,05/21/2008 17:02:30,"HEANEY/CICERO MR"
1009,1009,1004,"EDUCATION","E-1",05/21/2008 00:00:00,05/21/2008 17:02:31,"METZ/JODY MR"
1010,1010,1004,"EDUCATION","E-1",05/21/2008 00:00:00,05/21/2008 17:02:31,"CROOKS/GORDON MR"
1013,1013,1014,"TOURISM & CULTURE","L-1MT",05/21/2008 00:00:00,05/21/2008 17:02:32,"REINGER/RORY MR"
1024,1024,1021,"YWCHSB CLAIMANT TRVL","WCB CLAMT",05/21/2008 00:00:00,05/21/2008 17:02:36,"CORMIER-HERMISTON/VIRGIL MR"
1025,1025,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/20/2008 00:00:00,05/22/2008 16:55:28,"TORP/PETE MR"
1026,1026,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/20/2008 00:00:00,05/22/2008 16:55:29,"YOST/DONNY MR"
1027,1027,1007,"EXECUTIVE COUNCIL OFFICE","A-8",05/20/2008 00:00:00,05/22/2008 16:55:30,"PAUCEK/DOYLE MR"
1028,1028,1011,"HIGHWAYS AND PUBLIC WORKS","W-4",05/22/2008 00:00:00,05/22/2008 16:55:31,"REINGER/FRANK MR"
1029,1029,1006,"ENVIRONMENT","V-5A",05/22/2008 00:00:00,05/22/2008 16:55:31,"KLOCKO/SIGMUND MR"
1030,1030,1008,"FINANCE","B-1",05/22/2008 00:00:00,05/22/2008 16:55:32,"BAUCH/BRENT MR"
1031,1031,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/22/2008 00:00:00,05/22/2008 16:55:32,"JOHNSON/KACEY MR"
1032,1032,1014,"TOURISM & CULTURE","L-1MT",05/22/2008 00:00:00,05/22/2008 16:55:33,"ZIEME/OTHA MR"
1033,1033,1014,"TOURISM & CULTURE","L-1MT",05/22/2008 00:00:00,05/22/2008 16:55:33,"SCHOEN/ETTIE MR"
1034,1034,1014,"TOURISM & CULTURE","L-1MT",05/22/2008 00:00:00,05/22/2008 16:55:33,"SIPES/VERNER MR"
1035,1035,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/30/2008 00:00:00,05/22/2008 16:55:34,"MORISSETTE/KELLI MR"
1036,1036,1005,"ENERGY, MINES AND RESOURCES","K-10",05/22/2008 00:00:00,05/22/2008 16:55:34,"KLING/RALEIGH MR"
1037,1037,1005,"ENERGY, MINES AND RESOURCES","K-10",05/22/2008 00:00:00,05/22/2008 16:55:34,"ZIEMANN/CLEMENT MR"
1038,1038,1012,"JUSTICE","J-3",05/22/2008 00:00:00,05/22/2008 16:55:34,"WYMAN/LLEWELLYN MR"
1040,1040,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/22/2008 00:00:00,05/22/2008 16:55:35,"HODKIEWICZ/JOSHUA MR"
1041,1041,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/22/2008 00:00:00,05/22/2008 16:55:35,"ZIEME/BELLE MR"
1042,1042,1024,"COMMUNITY NURSING","2HOSP",04/16/2008 00:00:00,05/22/2008 16:55:36,"NADER/KASANDRA MR"
1043,1043,1014,"TOURISM & CULTURE","L-6",05/22/2008 00:00:00,05/22/2008 16:55:36,"QUITZON/ALTA MR"
1044,1044,1005,"ENERGY, MINES AND RESOURCES","K-918",05/22/2008 00:00:00,05/22/2008 16:55:37,"GREENHOLT/KIRA MR"
1049,1049,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/22/2008 00:00:00,05/22/2008 16:55:38,"KULAS/BART MR"
1051,1051,1005,"ENERGY, MINES AND RESOURCES","K-320",05/22/2008 00:00:00,05/22/2008 16:55:39,"ROWE/JERROLD MR"
1052,1052,1010,"HEALTH AND SOCIAL SERVICES","H-3",05/22/2008 00:00:00,05/22/2008 16:55:40,"KIRLIN/KACEY MR"
1053,1053,1010,"HEALTH AND SOCIAL SERVICES","H-9A",05/22/2008 00:00:00,05/23/2008 18:14:14,"GRIMES-KUVALIS/LYLA MR"
1054,1054,1019,"YUKON LIQUOR CORPORATION","X-1",05/22/2008 00:00:00,05/23/2008 18:14:16,"GOTTLIEB/HORACE MR"
1055,1055,1005,"ENERGY, MINES AND RESOURCES","K-230",05/09/2008 00:00:00,05/23/2008 18:14:16,"DONNELLY/MCKENNA MR"
